Elapsed Dive Time (hr:min),Depth (M),TLBG (Tissue Loading Bar Graph) (segments),O2BG (Oxygen Bar Graph) (segments),Tank,Pressure Reading (BAR),PO2 (ATA),VARI (Variable Ascent Rate Indicator) (MPM),Air Time Remaining (hr:min),Dive Time Remaining (hr:min),Deco Time (hr:min),Stop Depth (M),Temp. (C),Link Status,Status
00:35,4.3 ,1,0,1,N/A,0.33,0-3 P,N/A,07:58,00:00,0.0 ,13.9 ,N/A,
00:36,4.3 ,1,0,1,N/A,0.33,0-3 P,N/A,08:51,00:00,0.0 ,13.9 ,N/A,
00:36,4.3 ,1,0,1,N/A,0.33,0-3 P,N/A,07:58,00:00,0.0 ,13.9 ,N/A,
00:37,4.3 ,1,0,1,N/A,0.33,4.5-6 P,N/A,08:51,00:00,0.0 ,13.9 ,N/A,
00:37,4.6 ,1,0,1,N/A,0.33,0-3 P,N/A,09:59,00:00,0.0 ,13.9 ,N/A,
00:38,4.3 ,1,0,1,N/A,0.33,4.5-6 P,N/A,08:51,00:00,0.0 ,13.9 ,N/A,
00:38,4.6 ,1,0,1,N/A,0.33,0-3 P,N/A,09:59,00:00,0.0 ,13.9 ,N/A,
00:39,4.6 ,1,0,1,N/A,0.33,7.5-9 P,N/A,09:59,00:00,0.0 ,13.9 ,N/A,
00:39,4.3 ,1,0,1,N/A,0.33,>9 P,N/A,09:59,00:00,0.0 ,13.9 ,N/A,Too Fast
00:40,4.6 ,1,0,1,N/A,0.33,7.5-9 P,N/A,09:59,00:00,0.0 ,13.9 ,N/A,
00:40,4.3 ,1,0,1,N/A,0.33,>9 P,N/A,09:59,00:00,0.0 ,13.9 ,N/A,Too Fast
00:41,4.6 ,1,0,1,N/A,0.33,>9 P,N/A,09:59,00:00,0.0 ,13.9 ,N/A,Too Fast
00:41,4.3 ,1,0,1,N/A,0.33,>9 P,N/A,09:59,00:00,0.0 ,13.9 ,N/A,Too Fast
